section_name,filename,human_ann4
World,00myanmar-scam-centers-bztc-articleLarge.jpg,"'A newly constructed building within a Myanmar scam center compound as seen from the Thai side of the border, in February. A multinational effort helped free thousands forced to work in these fraud centers, yet they continue to proliferate unabated.'"
World,chinese-MFA-spokesperson--articleLarge.jpg,''
World,00ukraine-trump-minerals-01-jfwt-articleLarge.jpg,"'President Volodymyr Zelensky of Ukraine had a Trump Tower meeting last September, before Donald J. Trump returned to the presidency.'"
World,23int-russia-calvey-profile-01-jcgz-articleLarge.jpg,'Michael Calvey leaving a sentencing hearing in Moscow in 2021. Perhaps no Western businessman pushed foreign investment in Russia more than Mr. Calvey.'
World,02syria-saudi-kltq-articleLarge.jpg,"'In this photograph released by the Saudi Ministry of Media, Crown Prince Mohammed bin Salman is greeting Syria? interim president, Ahmad al-Shara, left, during his arrival on Sunday at the royal palace in Riyadh, Saudi Arabia.'"
World,15putin-europe-01-czbg-articleLarge.jpg,"'President Vladimir V. Putin of Russia in Togliatti, Russia, last month, in a photo released by the Russian state media.'"
World,18int-cambodia-xi-01-cljk-articleLarge.jpg,"'King Norodom Sihamoni of Cambodia, center left, and Xi Jinping, China? top leader, on Thursday at Phnom Penh International Airport. '"
World,25int-ukraine-russia-talks-bqcl-articleLarge.jpg,"'The Black Sea, as seen from the port of Odesa, Ukraine, last year.'"
World,00fong-obit-gpbj-articleLarge.jpg,"'Khalil Fong in 2018. His music found an audience in Hong Kong, mainland China and much of the wider Chinese-speaking world.'"
World,19europe-diplo-01-jwhg-articleLarge.jpg,'President Emmanuel Macron of France awaiting the arrival of European leaders at the ?lys矇e Palace in Paris on Monday. On Wednesday he called another urgent meeting of European allies.'
World,06int-global-trade-assess-kzvh-articleLarge-v2.jpg,"'President Trump on Wednesday in the White House Rose Garden, where he announced a sweeping list of tariffs on more than 100 countries.'"
World,12biz-northvolt-wzlq-articleLarge.jpg,"'The Northvolt Ett factory in Skelleftea, Sweden. The company has been struggling for months, cutting jobs and restructuring operations even before it sought bankruptcy protection.'"
World,25int-europe-singal-diplo-01-fmhg-articleLarge.jpg,'Vice President JD Vance and Secretary of Defense Pete Hegseth in the Oval Office. The group chat shows their shared animus against ?uropean freeloading.??
World,07int-russia-ovechkin-putin-001-articleLarge.jpg,"'Alex Ovechkin celebrates after scoring his 895th career goal on Sunday in Elmont, N.Y. '"
World,7canada-us-trudeau-jwqp-articleLarge.jpg,'Prime Minister Justin Trudeau of Canada speaking in Toronto on Friday.'
World,17Int-Russia-fjpc-articleLarge.jpg,'A photo released by Russian state media shows President Vladimir V. Putin on a video call outside of Moscow last week.'
World,27Spassky-kzvt-articleLarge.jpg," a year after he lost to Bobby Fischer in a match that drew worldwide attention.'"""
World,11ukraine-nkorea-kgbz-articleLarge.jpg,"'A Ukrainian military vehicle in the country? northern Sumy region, close to the border with Russia? Kursk region, on Thursday.'"
World,16Slovakia-Fico-01-tkhj-articleLarge.jpg,"'Lucia Stasselova, left, in December in the Slovak capital, Bratislava, at a protest organized by Peace for Ukraine against Prime Minister Robert Fico? visit to Moscow to meet with President Vladimir V. Putin.'"
World,04skorea-yoon-fkcp-articleLarge.jpg,"'Supporters of South Korea? impeached president, Yoon Suk Yeol, outside the presidential residence in Seoul on Friday.'"
World,14finland-ukraine-fkgj-articleLarge.jpg,"'Voislav Torden, center, a Russian citizen charged with committing war crimes in Ukraine, in Helsinki District Court in 2023.'"
World,20int-ukraine-easter-01-wpbc-articleLarge.jpg,'A fighting position in the Donetsk region of eastern Ukraine on Friday.'
World,19panama-deportation-btkc-articleLarge.jpg,'Migrants deported from the United States outside the Decapolis Hotel in Panama City on Saturday.'
World,xxukraine-pow-wife-01-vlwz-articleLarge.jpg,"'Olha Kurtmallaieva at home on Friday in Kyiv, Ukraine. She was diagnosed with cancer in 2021, about six months before the Russians invaded.'"
World,21int-ukraine-energy01-photo-hqfk-articleLarge.jpg,"'A Ukrainian utility worker and a soldier assessed damage from Russian airstrikes on the outskirts of Sloviansk, Ukraine, on Wednesday.'"
World,05mideast-crisis-global-reaction-mhct-articleLarge.jpg,'Allies and adversaries of the United States are widely opposed to President Trump? proposal to take over the Gaza Strip.'
World,05greent-trump-lbtz-articleLarge.jpg,
World,17int-china-tariff-diplo-01-qztw-articleLarge.jpg,"'Xi Jinping, China? top leader, during his visit to Vietnam on Monday. In Hanoi, he urged Vietnam to join China in opposing ?nilateral bullying.??"
World,13russia-econ-zplb-articleLarge.jpg,"'Moscow on Thursday, where Russia? main stock index rose to levels not seen since last summer.'"
World,15china-us-rights-01-wmhp-articleLarge.jpg,'Chinese traffic police officers walk by a U.S. flag on an embassy car in Shanghai.'
World,08gulf-trump-hbjt-articleLarge.jpg,"'The Gulf of Mexico, as seen from Sarasota, Fla.'"
Business,11DB-GREENLAND-articleLarge.jpg,'An aircraft carrying Donald Trump Jr. after his visit to Greenland this week.'
Business,SKorea-DeepSeek-thzg-articleLarge.jpg,'DeepSeek has rocketed to the top of app store charts around the world since its release last month.'
Business,27newworld-articleLarge.jpg,''
Business,07Biz-China-Tsunami-pltw-articleLarge.jpg, an electric carmaker
Business,00biz-japan-tariffs-01-kbgm-articleLarge.jpg,"'Akio Toyoda, Toyota? president, in 2021. The company donated $1 million to President Trump? inauguration in January.'"
Business,07markets-tariffs-navarro-cgjb-articleLarge.jpg,"'Peter Navarro, right, a trade adviser to President Trump, defended the administration? tariff policy on Monday. Stephen Miller, the White House deputy chief of staff, is at left in the Oval Office last month.'"
Business,02tariffs-live-china-response-pmhb-articleLarge.jpg,'The Yangshan Port in Shanghai in February.'
Business,Biz-Tariffs-SEA-vlpf-articleLarge.jpg,'A garment factory in Vietnam. The Trump administration slapped steep tariffs on the country that could have lasting effects on global trade.'
Business,04dc-trade-deficit-qwkg-articleLarge.jpg,"'The formula that the White House has devised for imposing tariffs means that, until U.S. imports from and exports to each country balance out, those nations will face additional levies.'"
Business,09strategies-illo-articleLarge.jpg,''
Business,21biz-stocks-promo-hblf-articleLarge.jpg,''
Business,22skorea-takeover-01-lgtj-articleLarge.jpg,"'Yun B. Choi, the chairman and chief executive of Korea Zinc. The company? largest shareholder, Young Poong, is seeking to oust him from his role.'"
Business,tbhm-articleLarge.jpg,"'A steelworker at Steel Speed fabrication shop in Ontario. President Trump said on Sunday that he would impose a 25 percent tariff on foreign steel and aluminum imports, including those from Canada and Mexico.'"
Business,02db-newsletter-markets-tqck-articleLarge.jpg,"'Market experts think 2025 will be a solid year, but potential turmoil might prevent another huge rally.'"
Business,04db-crypto-reserve-wwk-lwht-articleLarge.jpg,"'A booth at the Bitcoin MENA conference in Abu Dhabi, United Arab Emirates, last year.'"
Business,03biz-tariffs-global-01-lgwv-articleLarge.jpg,"'An electronics store in Taipei, Taiwan, on Thursday.'"
Business,01biz-auto-sales-tmfg-articleLarge.jpg,"'A General Motors facility in Spring Hill, Tenn. The company on Tuesday reported a sharp jump in sales in the first quarter.'"
Business,29DB-goldcard-hmgt-articleLarge.jpg, including New York? Hudson Yards
Business,00-vance-tiktok-01-cwmb-articleLarge.jpg,'Vice President JD Vance has been asked by President Trump to find a new arrangement to save TikTok in the United States. '
Business,2025-02-03-tariff-explainer-index-articleLarge-v2.jpg,''
Business,25Mazur-01-lwjc-articleLarge.jpg,"'Mr. Mazur in 2000, flanked by Jon S. Corzine, left, then a Democratic Senate candidate from New Jersey, and Edgar Romney, a union official.'"
Business,15germany-economy-01-kbqz-articleLarge.jpg,"'Robert Habeck, Germany? economy minister, left, and Chancellor Olaf Scholz. Elections next month will determine who will run the government and manage the economy.'"
Business,TARIFF-SHEIN-bfcm-articleLarge.jpg,"'A garment factory where workers make clothing for Shein in Guangzhou, China, last week.'"
Business,03tariffs-live-factcheck-lkvm-articleLarge.jpg,'Egg prices are still high for consumers.'
Business,21biz-trump-times-tcgp-articleLarge.jpg,"'Speaking with reporters in the Oval Office on Friday, President Trump acknowledged the prospect of a conflict of interest were Elon Musk to be briefed on the closely guarded military secrets.'"
Business,26trump-chevron-hvfl-articleLarge.jpg,"'Pump jacks in Cabimas, Venezuela. Oil production is an essential part of Venezuela? economy. '"
Business,11biz-trade-explainer-pqjh-articleLarge.jpg,"'Port of Los Angeles in San Pedro, California.'"
Business,2025-04-01-tariff-revenue-analysis-index-articleLarge-v8.png,''
Business,31dc-trade-barriers-bkvm-articleLarge.jpg,'Yangshan Port near Shanghai. A report by the Office of the United States Trade Representative dedicated nearly 50 of its 400 pages to China.'
Business,xxnewworld-illo-articleLarge.jpg,''
Business,08biz-lawfirms-trump-01-fhmj-articleLarge.jpg,
Business,13dc-tariffs-inflation-01-wthk-articleLarge.jpg,'President Trump has said that tariffs for many countries and industries are in the works.'
Business,00nw-tradewar-articleLarge.jpg,''
Business,11db-trump-xi-qtpc-articleLarge.jpg,'The gulf is widening between the United States and China over their tit-for-tat tariff clash.'
Business,00Biz-China-RareEarths-11-twkq-articleLarge.jpg,"'Song Zuokai, 81, peering at a rare earth mine in Baisha, in China? Guangdong Province in 2010. China nationalized and consolidated the mines in the south into a single state-run company,'"
Business,10markets-tariffs-hollywood-movies-mkpj-articleLarge.jpg,'The downward impact of U.S. franchise films in China has been significant.'
Business,04db-markets-lmpz-articleLarge.jpg,'Nowhere to hide as a new wave of U.S. tariffs sinks global stock markets.'
Business,00China-hospitals-04-lzjv-articleLarge.jpg,"'The Huiren Hospital in Suqian, China. The hospital recently closed, leaving behind labor disputes with unpaid workers. '"
Business,11dc-trump-econ-ztbq-articleLarge-v2.jpg,'President Trump has so far been undeterred either by signs of cracks in the economy or by plunging stock prices.'
Business,11bank-earns-zvhj-articleLarge.jpg,"'?bviously,??said Jamie Dimon, JPMorgan Chase? chief executive, ?he China stuff is significant. We don? know the full effect.??"
Business,2025-01-29-mexico-canada-china-tariffs-index-articleLarge-v8.png,''
Business,CHINA-RECOUPLING-10-zfjl-articleLarge.jpg,"'Making restaurant appliances and cookware at a small factory in Guangzhou, China, on Wednesday.'"
Business,17china-retaliation-zltc-articleLarge.jpg,"'At a semiconductor facility in Nantong, Jiangsu Province, China. In its final days, the Biden administration has issued new rules to restrict Chinese access to chips.'"
Business,00Russia-sanctions-01-fwjp-articleLarge.jpg,'Nearly three years of international sanctions have put a squeeze on Russian consumers. '
Business,16Biz-Stocks-ltbp-articleLarge.jpg,'Nvidia? stock fell after it said it had been barred from selling certain chips to China. '
Business,19dc-trump-uncertainty-clhm-articleLarge-v2.jpg,"'The U.S. economy has shown signs of strain as President Trump has leveled steep tariffs on Canada, Mexico and China and prepares to enact ?eciprocal??tariffs on countries around the world.'"
Business,China-Pharma-Censor-cjkl-articleLarge.jpg,'The drugs under scrutiny are almost entirely domestically-produced and generic versions of drugs that in the past had been largely imported.'
Business,2025-03-14-stocks-since-inauguration-index-articleLarge.png,''
Business,13Biz-STOCKS-UNCERTAIN-kzlj-articleLarge.jpg,'Investors have been taking defensive positions as they wait to see how President Trump? economic actions play out. '
Business,24Apple-Investment-hkjm-articleLarge.jpg,"'Apple? chief executive, Tim Cook, stands behind President Trump and Vice President JD Vance after the two were sworn into office in Washington last month.'"
Technology,00biz-amazon-sellers1-wghf-articleLarge.jpg,"'Jing and Eddie Levine, who run a business selling party supplies on Amazon, are struggling to adapt to an e-commerce system that is on the verge of falling apart.'"
Technology,27DEEPSEEK-EXPLAINER-1-01-hpmc-articleLarge.jpg,'DeepSeek is a Chinese start-up run by a quantitative stock trading firm called High-Flyer.'
Technology,00ulbricht-ticktock-hcvz-articleLarge.jpg,"'Members of the Libertarian Party chanting and demanding the release of Ross Ulbricht, the founder of Silk Road, during the party? national convention in May.'"
Technology,30APPLE-bcgw-articleLarge.jpg,'Apple released a new iPhone in September without its signature selling point: an A.I. system called Apple Intelligence.'
Technology,01bizz-tiktok-lfwg-articleLarge.jpg,"'President Trump signed numerous executive orders, including a delay of a deadline for banning TikTok, on the first day of his second term.'"
Technology,00deport-tech-1-czqj-articleLarge.jpg,"'Customs and Border Protection agents check the documents of migrants at the Paso Del Norte International Bridge in El Paso, Texas. The U.S. government has built up an arsenal of tech tools over the years.'"
Technology,02biz-appletariffs-hfo-1-jpwl-articleLarge.jpg,'The president? proposed tariffs threaten to compound the pressure on Apple? business.'
Technology,OakArticle-67ad2963-kvzb-articleLarge.jpg,'Elon Musk with President Trump in the Oval Office Tuesday.'
Technology,19trump-tiktok-fjqm-articleLarge.jpg,'President-elect Donald J. Trump said in a post on Sunday that he would ?onfirm that there will be no liability for any company that helped keep TikTok from going dark before my order.??
Technology,05trump-winning-whgf-articleLarge.jpg,"'In the eyes of right-wing media, President Trump? first weeks back in the White House have been a success.'"
Technology,29OPENAI-DEEPSEEK-app-hbql-articleLarge.jpg,'DeepSeek spooked Silicon Valley companies and sent financial markets into a tailspin earlier this week after releasing its A.I. technologies.'
Technology,14earthmetals-explainer-fkbc-articleLarge.jpg,'A smelting workshop in China? Inner Mongolia in 2010. The vast majority of the world? supply of rare earths is mined in China.'
Technology,00ftc-firing-hfo-czlf-articleLarge.jpg,"'President Trump, shown in the Oval Office last month, fired Rebecca Kelly Slaughter and Alvaro Bedoya from the Federal Trade Commission on Tuesday.'"
Technology,26techfix-articleLarge.jpg,''
Technology,OakArticle-678fe2bb-altman-tbhp-articleLarge.jpg,"'Sam Altman, chief executive of OpenAI, center, at the inauguration of President Trump at the U.S. Capitol on Monday.'"
Technology,07biz-tiktok-zqjh-articleLarge.jpg,"'President Trump told reporters on Air Force One on Sunday that his administration had been ?retty close??to a deal to save TikTok, ?nd then China changed the deal because of tariffs.??"
Technology,hfo-tiktok-down-lbkq-articleLarge.jpg,'TikTok? logo on a billboard at Times Square. The company had made last-minute pleas to both the Biden administration and the incoming Trump administration for a way out of a forced sale or ban.'
Technology,22META-1-qzhl-articleLarge.jpg,'Some Instagram and Facebook users have found themselves following the president and vice president in the social media apps even though they had not signed up to do so.'
Technology,ROOSE-market-btgv-articleLarge.jpg,'Markets panicked after DeepSeek? breakthrough on cost challenged the ?igger is better??narrative that has driven the A.I. arms race in recent years.'
Technology,13common-sense-promo-articleLarge.png,''
Technology,18biz-chips-panic-01-glpt-articleLarge.jpg,'American chip companies worry Huawei could become a major rival for A.I. chips.'
Technology,00bitcoin-reserve-articleLarge.jpg,''
Technology,04google-china-jtqk-articleLarge.jpg,'China is the latest among a number of countries that have launched antitrust investigations into Google.'
Technology,OakArticle-67d97d06-wgkb-articleLarge.jpg,"'Larry Ellison, co-founder and chief technology officer of Oracle, in the Oval Office in February. Oracle is a technology partner of TikTok in the United States. '"
Technology,09Tiktok-global-gpfh-articleLarge.jpg,"'The Culver City, Calif., offices of TikTok, which is asking the Supreme Court this week to strike down a potential ban of the app in the United States. '"
Technology,13OPENAI-1-fkqc-articleLarge.jpg,"'The San Francisco headquarters of OpenAI, which believes ?merica needs to act now to maximize A.I.? possibilities while minimizing its harms,??the company? head of global policy wrote.'"
Technology,biz-nintendo-tariffs-02-pgfv-articleLarge.jpg,'People played the Nintendo Switch 2 video game console last week at an event in New York City.'
Technology,28crypto-bittorrent-zlgv-articleLarge.jpg,"'The Securities and Exchange Commission asked a federal judge this week to pause a major fraud case against the crypto entrepreneur Justin Sun, second from left.'"
Technology,biz-15nvidia-mpcv-articleLarge.jpg,'China has been a key but shrinking market for Nvidia. '
Technology,25BIZ-TIKTOK-2-chwp-articleLarge.jpg,'A TikTok billboard ad in Times Square.'
Technology,NVIDIA-EARNINGS-1-pwjm-articleLarge.jpg,"'Jensen Huang, Nvidia? chief executive, in Las Vegas in January. He visited the White House last month to discuss A.I. and semiconductors with President Trump. '"
Technology,21OPENAI-CHINA-vcpk-articleLarge.jpg,'Researchers said they had discovered a Chinese surveillance tool when someone working on it used OpenAI technology to debug the computer code.'
Technology,10biz-chips-act-zqmg-articleLarge.jpg,"'An Intel construction site in Chandler, Ariz. Intel is among the companies that have pledged to invest hundreds of billions of dollars in U.S. chip-making facilities.'"
Technology,25biz-signal-faq-pghw-articleLarge.jpg,"'Secretary of Defense Pete Hegseth in the Oval Office in March, during a meeting between President Trump and NATO? Secretary General.'"
Technology,19tiktok-messages-1-bghm-articleLarge.jpg,"'TikTok? repeated mentions of President-elect Donald J. Trump are a stark example of how badly TikTok and its Chinese owner, ByteDance, need his support.'"
Technology,12trump-news-tariffs-exemptions2-fzwh-articleLarge.jpg,'The threat of higher iPhone prices caused some Americans to rush to Apple stores to buy new phones.'
Technology,00techgiants-trump-combo-articleLarge.jpg,"'Microsoft? Satya Nadella, left, and Nvidia? Jensen Huang have quietly met with President Trump.'"
Technology,china-censor-gckt-articleLarge.jpg,"'BGI, a Chinese technology company, accused Anna Puglisi of making defamatory claims when she was a researcher at Georgetown University.'"
Technology,DEEPSEEK-IMPRESSIONS-TIANANMEN-tqzl-articleLarge.jpg,"'When asked to summarize the 1989 Tiananmen Square massacre, DeepSeek responded that the information was ?eyond my current scope.??"
Technology,HFO-TIKTOKDELAY-lmhq-articleLarge.jpg,'An advertisement for TikTok in New York. The popular video app now has an additional 75 days to find a new owner. '
